auc_mean,auc_sd,prauc_mean,n_predictors,variant
0.7650683631228363,0.04724819688423073,0.7815787830490974,37,destroyed_or_major_residential
0.7594159987530466,0.0534340675727837,0.7346398831380601,37,destroyed_all_structures
