auc_mean,auc_sd,prauc_mean,n_predictors,block_m
0.8092903662648482,0.05666620655163256,0.8259379219729267,37,500
0.7556536572772901,0.05075747845653599,0.7753823654300704,37,1000
0.7645626781001574,0.043570510003803326,0.7834904698806018,37,2000
